Event ID,COUNTRY,STATE,CITY,EVENT CODE,Event Type,POPULATION
2763,Nicaragua,Chinandega,Chichigalpa,0111,Civil Unrest / Employment & Wages / Non-Violent,General Population
2764,Nicaragua,Managua,Managua,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
2765,Paraguay,Concepción,Horqueta,0151,Civil Unrest / Other Government / Non-Violent,Education
2766,Paraguay,Canendiyú,Curuguaty,0151,Civil Unrest / Other Government / Non-Violent,Education
2767,Paraguay,Caaguazú,Coronel Oviedo,0151,Civil Unrest / Other Government / Non-Violent,Agricultural
2768,Paraguay,Misiones,San Ignacio,0161,Civil Unrest / Other / Non-Violent,General population
2769,Peru,Lima Provincias,San Vicente de Cañete,0152,Civil Unrest / Other Government / Violent,Labor
2770,Peru,Ancash,Chimbote,0112,Civil Unrest / Employment & Wages / Violent,Education
2771,Peru,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
2772,Peru,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
2773,Peru,Arequipa,Arequipa,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
2774,Peru,NA,Lima,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
2775,Peru,Arequipa,NA,0131,Civil Unrest / Energy & Resources / Non-Violent,Agricultural
2776,Peru,Arequipa,Arequipa,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
2777,Peru,NA,Lima,0112,Civil Unrest / Employment & Wages / Violent,Education
2778,Peru,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Medical
2779,Peru,Ancash,Huaraz,0132,Civil Unrest / Energy & Resources / Violent,General population
2780,Peru,NA,Lima,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
2781,Peru,Arequipa,Arequipa,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
2782,Peru,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Medical
2783,Peru,Huánuco,Huánuco,0111,Civil Unrest / Employment & Wages / Non-Violent,Medical
2784,Peru,Huánuco,Huánuco,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
2785,Peru,Junín,Huancayo,0112,Civil Unrest / Employment & Wages / Violent,Education
2786,Peru,NA,Lima,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
2787,Peru,NA,Lima,0111,Civil Unrest / Employment & Wages / Non-Violent,Medical
2788,Peru,NA,Lima,0162,Civil Unrest / Other / Violent,Education
2789,Suriname,Brokopondo,NA,0161,Civil Unrest / Other / Non-Violent,General Population
2790,Suriname,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
2791,Uruguay,Durazno,Durazno,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
2792,Uruguay,NA,NA,0151,Civil Unrest / Other Government / Non-Violent,Medical
2793,Uruguay,NA,NA,0151,Civil Unrest / Other Government / Non-Violent,Labor
2794,Venezuela,NA,NA,0121,Civil Unrest / Housing / Non-Violent,General Population
2795,Venezuela,NA,NA,0121,Civil Unrest / Housing / Non-Violent,General Population
2796,Venezuela,NA,NA,0122,Civil Unrest / Housing / Violent,Refugees/Displaced
2797,Venezuela,Carabobo,NA,0162,Civil Unrest / Other / Violent,General Population
2798,Venezuela,Anzoátegui,Barcelona,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
2799,Venezuela,Anzoátegui,NA,0122,Civil Unrest / Housing / Violent,General Population
2800,Venezuela,Sucre,NA,0161,Civil Unrest / Other / Non-Violent,General Population
2801,Venezuela,Distrito Capital,Caracas,0121,Civil Unrest / Housing / Non-Violent,General Population
2802,Venezuela,Barinas,NA,0161,Civil Unrest / Other / Non-Violent,General Population
2803,Venezuela,NA,NA,0131,Civil Unrest / Energy & Resources / Non-Violent,Labor
2804,Venezuela,NA,NA,0152,Civil Unrest / Other Government / Violent,General Population
2805,Venezuela,Miranda,Guatire,0161,Civil Unrest / Other / Non-Violent,General Population
2806,Venezuela,Distrito Capital,Caracas,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
2807,Venezuela,Barinas,NA,0161,Civil Unrest / Other / Non-Violent,General Population
2808,Venezuela,Anzoátegui,Puerto la Cruz ,0161,Civil Unrest / Other / Non-Violent,Labor
2809,Venezuela,Guárico,San Juan,0151,Civil Unrest / Other Government / Non-Violent,General Population
2810,Venezuela,Merida,Merida,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
2811,Venezuela,Carabobo,Puerto Cabello ,0162,Civil Unrest / Other / Violent,General Population
2812,Venezuela,Guárico,San Juan de los Morros,0161,Civil Unrest / Other / Non-Violent,General Population
2813,Venezuela,Miranda,Chacao,0161,Civil Unrest / Other / Non-Violent,Labor
2814,Venezuela,Caracas,Petare,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
2815,Venezuela,Carabobo,Guanare,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
2816,Venezuela,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
2817,Venezuela,Apure,San Fernando,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
2818,Venezuela,Distrito Capital,Caracas,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
2819,Venezuela,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
2820,Venezuela,NA,NA,0132,Civil Unrest / Energy & Resources / Violent,General Population
2821,Venezuela,Distrito Capital,Caracas,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
2822,Venezuela,Distrito Capital,Caracas,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
2823,Venezuela,Distrito Capital,Caracas,0161,Civil Unrest / Other / Non-Violent,Labor
2824,Venezuela,Distrito Capital,Caracas,0121,Civil Unrest / Housing / Non-Violent,Refugees/Displaced
2825,Venezuela,Sucre,Cumaná,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
2826,Venezuela,Distrito Capital,Caracas,0121,Civil Unrest / Housing / Non-Violent,General Population
2827,Venezuela,Distrito Capital,Caracas,0141,Civil Unrest / Other Economic / Non-Violent,Labor
2828,Venezuela,Aragua,Maracay,0161,Civil Unrest / Other / Non-Violent,General Population
2829,Venezuela,NA,NA,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
2830,Venezuela,Lara,Barquisimeto,0132,Civil Unrest / Energy & Resources / Violent,General Population
2831,Argentina,Buenos Aires,Chivilcoy,0313,Illness / Rare / Hantavirus,General Population
2832,Panamá,Panamá,Panamá,0131,Civil Unrest / Energy & Resources / Non-Violent,Ethnic
2833,Panamá,Panamá,Panamá,0122,Civil Unrest / Housing / Violent,General Population
2834,Panamá,Chiriquí,David,0161,Civil Unrest / Other / Non-Violent,Ethnic
2835,Panamá,Panamá,Panamá,0152,Civil Unrest / Other Government / Violent,General Population
2836,Panamá,Panamá,Nuevo Arraiján,0122,Civil Unrest / Housing / Violent,General Population
2837,Panamá,Panamá,Panamá,0152,Civil Unrest / Other Government / Violent,General Population
2838,Panamá,Panamá,Panamá,0152,Civil Unrest / Other Government / Violent,Education
2839,Panamá,Chame,Bejuco,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
2840,Panamá,Panamá,Panamá,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
2841,Panamá,Panamá,Arraiján,0151,Civil Unrest / Other Government / Non-Violent,Education
2842,Panamá,Panamá,Panamá,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
2863,Mexico,Guerrero,Acapulco de Juárez,0151,Civil Unrest / Other Government / Non-Violent,General Population
2870,Mexico,Distrito Federal,Ciudad de México,0151,Civil Unrest / Other Government / Non-Violent,Labor
2891,Mexico,Guerrero,NA,0151,Civil Unrest / Other Government / Non-Violent,General Population
2916,Mexico,Chiapas,NA,0162,Civil Unrest / Other / Violent,General Population
2917,Mexico,Puebla,NA,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
2918,Mexico,Morelos,Cuernavaca,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
2919,Mexico,Puebla,Heróica Puebla de Zaragoza,0151,Civil Unrest / Other Government / Non-Violent,General Population
2920,Mexico,Guerrero,Chilpancingo de los Bravo,0151,Civil Unrest / Other Government / Non-Violent,General Population
2921,Mexico,Distrito Federal,Ciudad de México,0161,Civil Unrest / Other / Non-Violent,Labor
2922,Mexico,Distrito Federal,Ciudad de México,0151,Civil Unrest / Other Government / Non-Violent,General Population
2923,Mexico,Distrito Federal,Ciudad de México,0151,Civil Unrest / Other Government / Non-Violent,Labor
2924,Mexico,Distrito Federal,Ciudad de México,0151,Civil Unrest / Other Government / Non-Violent,General Population
2925,Mexico,Jalisco,Guadalajara,0151,Civil Unrest / Other Government / Non-Violent,Labor
2926,Mexico,Oaxaca,Oaxaca de Juárez,0151,Civil Unrest / Other Government / Non-Violent,Labor
2927,Mexico,Nuevo León,Monterrey,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
2928,Mexico,Jalisco,Guadalajara,0151,Civil Unrest / Other Government / Non-Violent,Labor
2929,Mexico,Oaxaca,Oaxaca de Juárez,0151,Civil Unrest / Other Government / Non-Violent,Ethnic
2930,Mexico,Mexico,Naucalpan de Juárez,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
2931,Mexico,Morelos,Cuernavaca,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
2932,Mexico,Distrito Federal,Ciudad de México,0151,Civil Unrest / Other Government / Non-Violent,Labor
2933,Mexico,Nuevo León,Ciudad Benito Juárez,0161,Civil Unrest / Other / Non-Violent,General Population
2934,Mexico,Michoacán,Morelia,0162,Civil Unrest / Other / Violent,Education
2935,Mexico,Distrito Federal,Ciudad de México,0151,Civil Unrest / Other Government / Non-Violent,Labor
2937,Mexico,Distrito Federal,Ciudad de México,0151,Civil Unrest / Other Government / Non-Violent,General Population
2938,Mexico,Morelos,Cuernavaca,0151,Civil Unrest / Other Government / Non-Violent,General Population
2939,Mexico,Coahuila,Saltillo,0151,Civil Unrest / Other Government / Non-Violent,General Population
2940,Mexico,Guanajuato,León de los Aldama,0151,Civil Unrest / Other Government / Non-Violent,General Population
2941,Mexico,Hidalgo,Pachuca de Soto ,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
2942,Mexico,Nuevo León,Monterrey,0161,Civil Unrest / Other / Non-Violent,General Population
2944,Mexico,Guerrero,Chilpancingo de los Bravo,0161,Civil Unrest / Other / Non-Violent,Education
2945,Mexico,Veracruz,NA,0151,Civil Unrest / Other Government / Non-Violent,General Population
2946,Mexico,Puebla,Heróica Puebla de Zaragoza,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
2947,Mexico,Jalisco,NA,0121,Civil Unrest / Housing / Non-Violent,General Population
2948,Mexico,Puebla,NA,0161,Civil Unrest / Other / Non-Violent,General Population
2949,Mexico,Morelos,Cuernavaca,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
2950,Mexico,Jalisco,Guadalajara,0161,Civil Unrest / Other / Non-Violent,General Population
2951,Mexico,Hidalgo,Actopan,0131,Civil Unrest / Energy & Resources / Non-Violent,Indigenous
2952,Mexico,Mexico,Naucalpan de Juárez,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
2953,Mexico,Puebla,Santiago Miahuatlán,0161,Civil Unrest / Other / Non-Violent,Education
2954,Mexico,Morelos,Guadalajara,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
2955,Mexico,Tlaxcala,San Jerónimo Zacualpan,0151,Civil Unrest / Other Government / Non-Violent,General Population
2956,Mexico,Oaxaca,Oaxaca de Juárez,0161,Civil Unrest / Other / Non-Violent,General Population
2957,Mexico,Chiapas,Tuxtla Gutiérrez,0151,Civil Unrest / Other Government / Non-Violent,General Population
2958,Mexico,Nuevo León,Monterrey,0161,Civil Unrest / Other / Non-Violent,Education
2959,Mexico,Puebla,Heróica Puebla de Zaragoza,0161,Civil Unrest / Other / Non-Violent,Education
2960,Mexico,Puebla,Puebla,0161,Civil Unrest / Other / Non-Violent,Education
2961,Mexico,Distrito Federal,Ciudad de México,0161,Civil Unrest / Other / Non-Violent,General Population
2962,Mexico,Chihuahua,Cuauhtémoc,0131,Civil Unrest / Energy & Resources / Non-Violent,Agricultural
2963,Mexico,Nuevo León,Monterrey,0161,Civil Unrest / Other / Non-Violent,Education
2965,Mexico,Distrito Federal,Ciudad de México,0111,Civil Unrest / Employment & Wages / Non-Violent,General Population
2966,Mexico,Distrito Federal,Ciudad de México,0152,Civil Unrest / Other Government / Violent,General Population
2967,Mexico,Distrito Federal,Ciudad de México,0161,Civil Unrest / Other / Non-Violent,General Population
2968,Mexico,Puebla,NA,0151,Civil Unrest / Other Government / Non-Violent,General Population
2969,Mexico,Sonora,Hermosillo,0161,Civil Unrest / Other / Non-Violent,General Population
2970,Mexico,Coahuila,Torreón,0161,Civil Unrest / Other / Non-Violent,General Population
2971,Mexico,Nuevo León,Monterrey,0151,Civil Unrest / Other Government / Non-Violent,General Population
2972,Mexico,Distrito Federal,Ciudad de México,0161,Civil Unrest / Other / Non-Violent,Education
2973,Mexico,Distrito Federal,Ciudad de México,0161,Civil Unrest / Other / Non-Violent,General Population
2974,Mexico,Tapachula de Córdova y Ordóñez,Chiapas,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
2975,Mexico,Oaxaca,Oaxaca de Juárez,0122,Civil Unrest / Housing / Violent,General Population
2976,Mexico,Veracruz,Córdoba,0111,Civil Unrest / Employment & Wages / Non-Violent,Agricultural
2977,Mexico,Hidalgo,Pachuca de Soto ,0161,Civil Unrest / Other / Non-Violent,General Population
2978,Mexico,Coahuila,Torreón,0151,Civil Unrest / Other Government / Non-Violent,General Population
2979,Mexico,Distrito Federal,Ciudad de México,0161,Civil Unrest / Other / Non-Violent,General Population
2980,Mexico,Nuevo León,Monterrey,0161,Civil Unrest / Other / Non-Violent,General Population
2981,Mexico,Hidalgo,NA,0151,Civil Unrest / Other Government / Non-Violent,General Population
2982,Mexico,Veracruz,Xalapa-Enríquez,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
2983,Mexico,Distrito Federal,Ciudad de México,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
2984,Mexico,Puebla,NA,0161,Civil Unrest / Other / Non-Violent,General Population
2985,Mexico,Guanajuato,León,0161,Civil Unrest / Other / Non-Violent,General Population
2986,Mexico,Hidalgo,Pachuca de Soto ,0161,Civil Unrest / Other / Non-Violent,General Population
2987,Mexico,Distrito Federal,Ciudad de México,0151,Civil Unrest / Other Government / Non-Violent,General Population
2988,Mexico,Distrito Federal,Ciudad de México,0161,Civil Unrest / Other / Non-Violent,General Population
2989,Guatemala,Guatemala,Guatemala,0151,Civil Unrest / Other Government / Non-Violent,Education
2990,Guatemala,Huehuetenango,NA,0161,Civil Unrest / Other / Non-Violent,General Population
2991,Guatemala,Guatemala,Guatemala,0161,Civil Unrest / Other / Non-Violent,Labor
2992,Guatemala,Totonicapán,NA,0161,Civil Unrest / Other / Non-Violent,Education
2993,Guatemala,Santa Rosa,NA,0132,Civil Unrest / Energy & Resources / Violent,General Population
2994,Guatemala,Huehuetenango,NA,0161,Civil Unrest / Other / Non-Violent,General Population
2995,Guatemala,Chiquimula,NA,0151,Civil Unrest / Other Government / Non-Violent,General Population
2996,Guatemala,Guatemala,Guatemala,0162,Civil Unrest / Other / Violent,Education
2997,Guatemala,Jutiapa,Santa Catarina Mita,0161,Civil Unrest / Other / Non-Violent,General Population
2998,Guatemala,Chiquimula,NA,0131,Civil Unrest / Energy & Resources / Non-Violent,Refugees/Displaced
2999,Guatemala,Guatemala,Guatemala,0161,Civil Unrest / Other / Non-Violent,General Population
3001,Guatemala,Totonicapán,NA,0152,Civil Unrest / Other Government / Violent,Education
3003,Guatemala,Quetzaltenango,Salcajá,0152,Civil Unrest / Other Government / Violent,Education
3004,Guatemala,Quetzaltenango,La Esperanza,0152,Civil Unrest / Other Government / Violent,Education
3005,Guatemala,San Marcos,San Pedro Sacatepéquez,0152,Civil Unrest / Other Government / Violent,Education
3006,Guatemala,Huehuetenango,NA,0151,Civil Unrest / Other Government / Non-Violent,Education
3007,Peru,,,0411,Economy / Stock Index / Increase,IGBVL
3008,Colombia,Bogota,Bogota,0111,Civil Unrest / Employment & Wages / Non-Violent,General Population
3009,Colombia,Choco,None,0111,Civil Unrest / Employment & Wages / Non-Violent,General Population
3010,Colombia,Valle de Cauca,Buenaventura,0112,Civil Unrest / Employment & Wages / Violent,General Population
3011,Colombia,Cacua,Popayan,0161,Civil Unrest / Other / Non-Violent,Ethnic
3012,Colombia,Cundinamarca,Soacha,0151,Civil Unrest / Other Government / Non-Violent,General Population
3014,Colombia,Bogota,Bogota,0161,Civil Unrest / Other / Non-Violent,General Population
3015,Colombia,Bogota,Bogota,0111,Civil Unrest / Employment & Wages / Non-Violent,General Population
3016,Colombia,Bogota,Bogota,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
3017,Colombia,Bogota,Bogota,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3018,Colombia,Valle de Cauca,Cali,0112,Civil Unrest / Employment & Wages / Violent,General Population
3019,Colombia,Cordoba,Monteria,0152,Civil Unrest / Other Government / Violent,Education
3020,Colombia,Valle de Cauca,Cali,0152,Civil Unrest / Other Government / Violent,Education
3021,Colombia,Antioquia,None,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
3022,Colombia,Huila,None,0132,Civil Unrest / Energy & Resources / Violent,General Population
3023,Argentina,,,033,Illness / Common,573
3024,Argentina,,,033,Illness / Common,466
3025,Argentina,,,033,Illness / Common,434
3026,Argentina,,,033,Illness / Common,362
3027,Argentina,,,033,Illness / Common,255
3028,Argentina,,,033,Illness / Common,260
3029,Bolivia,,,033,Illness / Common,1
3030,Bolivia,,,033,Illness / Common,1
3031,Bolivia,,,033,Illness / Common,2
3032,Bolivia,,,033,Illness / Common,0
3033,Bolivia,,,033,Illness / Common,4
3034,Bolivia,,,033,Illness / Common,1
3035,Chile,,,033,Illness / Common,121
3036,Chile,,,033,Illness / Common,188
3037,Chile,,,033,Illness / Common,128
3038,Chile,,,033,Illness / Common,114
3039,Chile,,,033,Illness / Common,124
3040,Chile,,,033,Illness / Common,106
3041,Colombia,,,033,Illness / Common,12
3042,Colombia,,,033,Illness / Common,7
3043,Colombia,,,033,Illness / Common,15
3044,Colombia,,,033,Illness / Common,11
3045,Colombia,,,033,Illness / Common,12
3046,Costa Rica,,,033,Illness / Common,50
3047,Costa Rica,,,033,Illness / Common,37
3048,Costa Rica,,,033,Illness / Common,77
3049,Costa Rica,,,033,Illness / Common,97
3050,Costa Rica,,,033,Illness / Common,58
3051,Ecuador,,,033,Illness / Common,6
3052,Ecuador,,,033,Illness / Common,3
3053,Ecuador,,,033,Illness / Common,2
3054,Ecuador,,,033,Illness / Common,5
3055,Ecuador,,,033,Illness / Common,5
3056,Ecuador,,,033,Illness / Common,1
3057,El Salvador,,,033,Illness / Common,24
3058,El Salvador,,,033,Illness / Common,18
3059,El Salvador,,,033,Illness / Common,18
3060,El Salvador,,,033,Illness / Common,12
3061,El Salvador,,,033,Illness / Common,13
3062,El Salvador,,,033,Illness / Common,12
3063,El Salvador,,,033,Illness / Common,16
3064,French Guiana,,,033,Illness / Common,3
3065,French Guiana,,,033,Illness / Common,7
3066,French Guiana,,,033,Illness / Common,5
3067,French Guiana,,,033,Illness / Common,2
3068,French Guiana,,,033,Illness / Common,11
3069,French Guiana,,,033,Illness / Common,4
3070,French Guiana,,,033,Illness / Common,3
3071,French Guiana,,,033,Illness / Common,8
3072,French Guiana,,,033,Illness / Common,5
3073,French Guiana,,,033,Illness / Common,2
3074,French Guiana,,,033,Illness / Common,2
3075,French Guiana,,,033,Illness / Common,2
3076,French Guiana,,,033,Illness / Common,3
3077,French Guiana,,,033,Illness / Common,1
3078,French Guiana,,,033,Illness / Common,2
3079,French Guiana,,,033,Illness / Common,0
3080,French Guiana,,,033,Illness / Common,0
3081,French Guiana,,,033,Illness / Common,3
3082,French Guiana,,,033,Illness / Common,1
3083,French Guiana,,,033,Illness / Common,2
3084,French Guiana,,,033,Illness / Common,1
3085,French Guiana,,,033,Illness / Common,2
3086,Guatemala,,,033,Illness / Common,19
3087,Guatemala,,,033,Illness / Common,14
3088,Guatemala,,,033,Illness / Common,12
3089,Guatemala,,,033,Illness / Common,18
3090,Guatemala,,,033,Illness / Common,14
3091,Guatemala,,,033,Illness / Common,18
3092,Honduras ,,,033,Illness / Common,4
3093,Honduras ,,,033,Illness / Common,4
3094,Honduras ,,,033,Illness / Common,5
3095,Honduras ,,,033,Illness / Common,9
3096,Honduras ,,,033,Illness / Common,17
3097,Honduras ,,,033,Illness / Common,12
3098,Mexico,,,033,Illness / Common,25
3099,Mexico,,,033,Illness / Common,27
3100,Mexico,,,033,Illness / Common,36
3101,Mexico,,,033,Illness / Common,40
3102,Mexico,,,033,Illness / Common,47
3103,Mexico,,,033,Illness / Common,75
3104,Nicaragua,,,033,Illness / Common,25
3105,Nicaragua,,,033,Illness / Common,13
3106,Nicaragua,,,033,Illness / Common,47
3107,Nicaragua,,,033,Illness / Common,49
3108,Nicaragua,,,033,Illness / Common,52
3109,Panamá,,,033,Illness / Common,57
3110,Panamá,,,033,Illness / Common,55
3111,Panamá,,,033,Illness / Common,69
3112,Panamá,,,033,Illness / Common,51
3113,Panamá,,,033,Illness / Common,59
3114,Paraguay,,,033,Illness / Common,16
3115,Paraguay,,,033,Illness / Common,14
3116,Paraguay,,,033,Illness / Common,11
3117,Paraguay,,,033,Illness / Common,18
3118,Paraguay,,,033,Illness / Common,17
3119,Paraguay,,,033,Illness / Common,9
3120,Paraguay,,,033,Illness / Common,9
3121,Peru,,,033,Illness / Common,6
3122,Peru,,,033,Illness / Common,7
3123,Peru,,,033,Illness / Common,3
3124,Peru,,,033,Illness / Common,5
3125,Peru,,,033,Illness / Common,7
3126,Venezuela,,,0411,Economy / Stock Index / Increase,IBVC
3127,Venezuela,,,0411,Economy / Stock Index / Increase,IBVC
3128,Venezuela,,,0411,Economy / Stock Index / Increase,IBVC
3129,Venezuela,,,0412,Economy / Stock Index / Decrease,IBVC
3130,Argentina,,,0422,Economy / Currency Exchange / Decrease,ARS
3131,Argentina,,,0421,Economy / Currency Exchange / Increase,ARS
3132,Argentina,NA,Buenos Aires,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3133,Argentina,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3134,Argentina,Chubut,Comodoro Rivadavia,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3135,Argentina,Buenos Aires,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Medical
3136,Argentina,NA,Buenos Aires,0121,Civil Unrest / Housing / Non-Violent,Refugees/Displaced
3137,Argentina,NA,Buenos Aires,0151,Civil Unrest / Other Government / Non-Violent,General Population
3138,Argentina,NA,Buenos Aires,0151,Civil Unrest / Other Government / Non-Violent,Education
3139,Argentina,Buenos Aires,Mar del Plata,0151,Civil Unrest / Other Government / Non-Violent,Agricultural
3140,Argentina,NA,Buenos Aires,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3141,Argentina,NA,Buenos Aires,0161,Civil Unrest / Other / Non-Violent,General Population
3142,Argentina,NA,Buenos Aires,0151,Civil Unrest / Other Government / Non-Violent,General Population
3143,Argentina,Chubut,Rawson,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3144,Argentina,Santa Cruz,Río Gallegos,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3145,Argentina,Santa Cruz,Caleta Olivia,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3146,Argentina,NA,Buenos Aires,0151,Civil Unrest / Other Government / Non-Violent,Labor
3147,Argentina,NA,Buenos Aires,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3148,Argentina,Río Negro,Bariloche,0161,Civil Unrest / Other / Non-Violent,Ethnic
3149,Argentina,NA,Buenos Aires,0151,Civil Unrest / Other Government / Non-Violent,Labor
3150,Argentina,NA,Buenos Aires,0151,Civil Unrest / Other Government / Non-Violent,Labor
3151,Argentina,NA,Buenos Aires,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3152,Argentina,Juyjuy,Juyjuy,0162,Civil Unrest / Other / Violent,General Population
3153,Argentina,NA,Buenos Aires,0151,Civil Unrest / Other Government / Non-Violent,Education
3154,Argentina,NA,Buenos Aires,0151,Civil Unrest / Other Government / Non-Violent,General Population
3155,Argentina,Buenos Aires,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
3156,Argentina,Buenos Aires,San Nicolás,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3157,Argentina,Buenos Aires,San Pedro,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3158,Argentina,NA,Buenos Aires,0131,Civil Unrest / Energy & Resources / Non-Violent,Refugees/Displaced
3159,Argentina,NA,Buenos Aires,0151,Civil Unrest / Other Government / Non-Violent,General Population
3160,Argentina,NA,Buenos Aires,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3161,Argentina,Santa Cruz,Caleta Olivia,0112,Civil Unrest / Employment & Wages / Violent,Labor
3162,Argentina,Buenos Aires,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
3163,Argentina,La Rioja,La Rioja,0151,Civil Unrest / Other Government / Non-Violent,Media
3164,Argentina,Río Negro,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3165,Argentina,Neuquén,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3166,Argentina,La Pampa,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3167,Argentina,Buenos Aires,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
3168,Argentina,Chubut,NA,0313,Illness / Rare / Hantavirus,General Population
3169,Argentina,Salta,San Ramón de la Nueva Orán,0313,Illness / Rare / Hantavirus,General Population
3170,Brazil,Ceara,Fortaleza,0213,Vote / Election / Mayor,Elmano de Freitas
3171,Brazil,Amazonas,Manaus,0213,Vote / Election / Mayor,Artur Neto
3172,Brazil,Bahia,Salvador,0213,Vote / Election / Mayor,ACM Neto 
3173,Brazil,Minas Gerais,Belo Horizonte,0213,Vote / Election / Mayor,Marcio Lacerda
3174,Brazil,Pernambuco,Recife,0213,Vote / Election / Mayor,Geraldo Julio
3175,Brazil,Parana,Curtiba,0213,Vote / Election / Mayor,Ratinho Junior
3176,Brazil,Rio de Janeiro,Rio de Janeiro,0213,Vote / Election / Mayor,Eduardo Paes
3177,Brazil,Rio Grande do Sul,Porto Alegre,0213,Vote / Election / Mayor,Jose Fortunati
3178,Brazil,Sao Paulo,Sao Paulo,0213,Vote / Election / Mayor,Jose Serra
3179,Brazil,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Medical
3182,Brazil,Sao Paulo,Sao Paulo,0213,Vote / Election / Mayor,Fernando Haddad 
3183,Brazil,Bahia,Salvador,0213,Vote / Election / Mayor, ACM Neto
3184,Brazil,Ceara,Fortaleza,0213,Vote / Election / Mayor,Roberto Claudio
3185,Brazil,Amazonas,Manaus,0213,Vote / Election / Mayor,Artur Neto
3186,Brazil,Parana,Curtiba,0213,Vote / Election / Mayor,Gustavo Fruet
3187,Brazil,Rio de Janeiro,Rio de Janeiro,0151,Civil Unrest / Other Government / Non-Violent,Labor
3188,Brazil,Paraná,NA,0313,Illness / Rare / Hantavirus,General Population
3189,Chile,Metropolitana,Santiago,0213,Vote / Election / Mayor,Carolina Toha
3190,Chile,Metropolitana,Santiago,0151,Civil Unrest / Other Government / Non-Violent,General population
3191,Chile,Los Lagos,Valdivia,0151,Civil Unrest / Other Government / Non-Violent,Education
3192,Chile,Metropolitana,Santiago,0121,Civil Unrest / Housing / Non-Violent,General population
3193,Chile,Valparaíso,Valparaíso,0151,Civil Unrest / Other Government / Non-Violent,Education
